Epoch,LLDLwoFW_valacc,DenseModel_valacc,LLDLwoFW_trainacc,DenseModel_trainacc
539,0.870000005,0.810000002,0.920000017,0.853333354
540,0.860000014,0.779999971,0.906666696,0.843333304
541,0.850000024,0.790000021,0.899999976,0.853333354
542,0.860000014,0.75999999,0.908888876,0.857777774
543,0.829999983,0.75,0.907777786,0.851111114
544,0.879999995,0.800000012,0.905555546,0.845555544
545,0.879999995,0.769999981,0.914444447,0.858888865
546,0.870000005,0.800000012,0.905555546,0.852222204
547,0.839999974,0.779999971,0.917777777,0.842222214
548,0.819999993,0.779999971,0.886666656,0.844444454
549,0.860000014,0.75999999,0.888888896,0.845555544
550,0.850000024,0.730000019,0.924444437,0.844444454
551,0.779999971,0.769999981,0.920000017,0.842222214
552,0.810000002,0.819999993,0.911111116,0.845555544
553,0.829999983,0.790000021,0.905555546,0.852222204
554,0.850000024,0.779999971,0.914444447,0.832222223
555,0.839999974,0.810000002,0.920000017,0.846666694
556,0.829999983,0.810000002,0.902222216,0.848888874
557,0.850000024,0.75999999,0.915555537,0.855555534
558,0.829999983,0.75999999,0.895555556,0.851111114
559,0.829999983,0.800000012,0.902222216,0.861111104
560,0.810000002,0.790000021,0.917777777,0.847777784
561,0.860000014,0.800000012,0.908888876,0.856666684
562,0.839999974,0.790000021,0.888888896,0.834444463
563,0.879999995,0.779999971,0.920000017,0.864444435
564,0.810000002,0.800000012,0.922222197,0.847777784
565,0.860000014,0.790000021,0.916666687,0.856666684
566,0.860000014,0.769999981,0.905555546,0.861111104
567,0.779999971,0.779999971,0.911111116,0.864444435
568,0.829999983,0.74000001,0.911111116,0.841111124
569,0.839999974,0.769999981,0.906666696,0.842222214
570,0.839999974,0.790000021,0.904444456,0.838888884
571,0.879999995,0.779999971,0.913333356,0.853333354
572,0.860000014,0.810000002,0.917777777,0.861111104
573,0.819999993,0.779999971,0.905555546,0.861111104
574,0.839999974,0.779999971,0.918888867,0.864444435
575,0.810000002,0.769999981,0.914444447,0.860000014
576,0.910000026,0.810000002,0.922222197,0.853333354
577,0.889999986,0.790000021,0.920000017,0.872222245
578,0.860000014,0.800000012,0.916666687,0.848888874
579,0.829999983,0.779999971,0.922222197,0.861111104
580,0.829999983,0.790000021,0.915555537,0.855555534
581,0.790000021,0.790000021,0.918888867,0.854444444
582,0.889999986,0.75,0.925555527,0.847777784
583,0.899999976,0.800000012,0.906666696,0.848888874
584,0.860000014,0.769999981,0.904444456,0.844444454
585,0.870000005,0.800000012,0.888888896,0.856666684
586,0.910000026,0.779999971,0.916666687,0.864444435
587,0.829999983,0.800000012,0.904444456,0.851111114
588,0.860000014,0.810000002,0.926666677,0.856666684
589,0.75,0.779999971,0.906666696,0.852222204
590,0.819999993,0.769999981,0.892222226,0.855555534
591,0.870000005,0.810000002,0.902222216,0.854444444
592,0.870000005,0.819999993,0.928888917,0.860000014
593,0.839999974,0.779999971,0.930000007,0.857777774
594,0.860000014,0.829999983,0.917777777,0.851111114
595,0.800000012,0.819999993,0.922222197,0.853333354
596,0.839999974,0.810000002,0.920000017,0.851111114
597,0.870000005,0.779999971,0.931111097,0.872222245
598,0.829999983,0.790000021,0.921111107,0.841111124
599,0.860000014,0.74000001,0.925555527,0.848888874
600,0.819999993,0.790000021,0.925555527,0.853333354
601,0.879999995,0.790000021,0.914444447,0.862222195
602,0.879999995,0.810000002,0.920000017,0.845555544
603,0.829999983,0.829999983,0.933333337,0.870000005
604,0.910000026,0.790000021,0.924444437,0.843333304
605,0.860000014,0.810000002,0.928888917,0.862222195
606,0.829999983,0.800000012,0.911111116,0.856666684
607,0.870000005,0.829999983,0.901111126,0.850000024
608,0.800000012,0.810000002,0.914444447,0.865555584
609,0.850000024,0.839999974,0.917777777,0.857777774
610,0.850000024,0.810000002,0.926666677,0.868888915
611,0.860000014,0.800000012,0.930000007,0.856666684
612,0.889999986,0.800000012,0.905555546,0.861111104
613,0.839999974,0.839999974,0.920000017,0.856666684
614,0.839999974,0.800000012,0.933333337,0.857777774
615,0.860000014,0.810000002,0.928888917,0.854444444
616,0.829999983,0.800000012,0.905555546,0.867777765
617,0.829999983,0.819999993,0.918888867,0.858888865
618,0.889999986,0.819999993,0.904444456,0.856666684
619,0.910000026,0.790000021,0.920000017,0.863333344
620,0.839999974,0.800000012,0.907777786,0.845555544
621,0.850000024,0.810000002,0.902222216,0.865555584
622,0.870000005,0.860000014,0.922222197,0.865555584
623,0.839999974,0.819999993,0.898888886,0.848888874
624,0.910000026,0.819999993,0.913333356,0.850000024
625,0.899999976,0.790000021,0.927777767,0.867777765
626,0.839999974,0.819999993,0.931111097,0.868888915
627,0.870000005,0.790000021,0.934444427,0.853333354
628,0.829999983,0.790000021,0.932222247,0.864444435
629,0.790000021,0.800000012,0.905555546,0.864444435
630,0.839999974,0.800000012,0.897777796,0.851111114
631,0.879999995,0.819999993,0.915555537,0.871111095
632,0.810000002,0.790000021,0.923333347,0.863333344
633,0.810000002,0.810000002,0.941111088,0.853333354
634,0.879999995,0.810000002,0.917777777,0.854444444
635,0.889999986,0.800000012,0.930000007,0.864444435
636,0.899999976,0.790000021,0.935555577,0.862222195
637,0.819999993,0.819999993,0.917777777,0.844444454
638,0.879999995,0.810000002,0.910000026,0.871111095
639,0.829999983,0.819999993,0.912222207,0.871111095
640,0.879999995,0.810000002,0.910000026,0.855555534
641,0.860000014,0.829999983,0.939999998,0.860000014
642,0.860000014,0.769999981,0.911111116,0.863333344
643,0.819999993,0.800000012,0.927777767,0.850000024
644,0.879999995,0.839999974,0.923333347,0.874444425
645,0.889999986,0.860000014,0.939999998,0.868888915
646,0.839999974,0.779999971,0.921111107,0.879999995
647,0.860000014,0.819999993,0.910000026,0.868888915
648,0.870000005,0.829999983,0.928888917,0.872222245
649,0.870000005,0.860000014,0.911111116,0.856666684
650,0.819999993,0.829999983,0.935555577,0.872222245
651,0.829999983,0.769999981,0.927777767,0.860000014
652,0.860000014,0.819999993,0.918888867,0.858888865
653,0.850000024,0.800000012,0.935555577,0.848888874
654,0.889999986,0.850000024,0.910000026,0.879999995
655,0.839999974,0.810000002,0.925555527,0.862222195
656,0.850000024,0.810000002,0.913333356,0.863333344
657,0.899999976,0.769999981,0.920000017,0.871111095
658,0.889999986,0.810000002,0.932222247,0.886666656
659,0.910000026,0.839999974,0.939999998,0.876666665
660,0.839999974,0.850000024,0.921111107,0.861111104
661,0.870000005,0.790000021,0.920000017,0.876666665
662,0.889999986,0.810000002,0.927777767,0.858888865
663,0.879999995,0.790000021,0.935555577,0.858888865
664,0.879999995,0.800000012,0.946666658,0.873333335
665,0.860000014,0.800000012,0.933333337,0.881111085
666,0.829999983,0.800000012,0.925555527,0.875555575
667,0.839999974,0.790000021,0.918888867,0.874444425
668,0.920000017,0.75999999,0.914444447,0.875555575
669,0.889999986,0.800000012,0.926666677,0.876666665
670,0.839999974,0.800000012,0.921111107,0.878888905
671,0.850000024,0.790000021,0.927777767,0.877777755
672,0.850000024,0.779999971,0.916666687,0.851111114
673,0.860000014,0.800000012,0.914444447,0.867777765
674,0.850000024,0.720000029,0.932222247,0.873333335
675,0.870000005,0.810000002,0.912222207,0.861111104
676,0.839999974,0.800000012,0.924444437,0.872222245
677,0.879999995,0.810000002,0.922222197,0.865555584
678,0.879999995,0.860000014,0.926666677,0.876666665
679,0.800000012,0.800000012,0.930000007,0.860000014
680,0.850000024,0.800000012,0.932222247,0.853333354
681,0.899999976,0.829999983,0.920000017,0.871111095
682,0.800000012,0.839999974,0.924444437,0.872222245
683,0.889999986,0.779999971,0.923333347,0.865555584
684,0.899999976,0.790000021,0.942222238,0.842222214
685,0.899999976,0.790000021,0.927777767,0.865555584
686,0.879999995,0.810000002,0.930000007,0.877777755
687,0.810000002,0.810000002,0.917777777,0.864444435
688,0.899999976,0.860000014,0.916666687,0.868888915
689,0.870000005,0.810000002,0.937777758,0.875555575
690,0.879999995,0.829999983,0.927777767,0.877777755
691,0.870000005,0.819999993,0.934444427,0.884444416
692,0.829999983,0.800000012,0.925555527,0.875555575
693,0.860000014,0.810000002,0.911111116,0.882222235
694,0.870000005,0.850000024,0.918888867,0.856666684
695,0.850000024,0.819999993,0.930000007,0.876666665
696,0.870000005,0.769999981,0.938888907,0.872222245
697,0.860000014,0.819999993,0.928888917,0.860000014
698,0.839999974,0.819999993,0.916666687,0.870000005
699,0.889999986,0.819999993,0.920000017,0.866666675
700,0.860000014,0.860000014,0.922222197,0.861111104
701,0.850000024,0.839999974,0.936666667,0.892222226
702,0.860000014,0.829999983,0.936666667,0.871111095
703,0.899999976,0.850000024,0.926666677,0.884444416
704,0.829999983,0.790000021,0.930000007,0.868888915
705,0.839999974,0.839999974,0.916666687,0.874444425
706,0.839999974,0.839999974,0.907777786,0.882222235
707,0.920000017,0.839999974,0.926666677,0.873333335
708,0.839999974,0.850000024,0.933333337,0.881111085
709,0.839999974,0.870000005,0.941111088,0.876666665
710,0.829999983,0.839999974,0.936666667,0.883333325
711,0.850000024,0.819999993,0.934444427,0.888888896
712,0.879999995,0.829999983,0.939999998,0.885555565
713,0.889999986,0.790000021,0.947777748,0.888888896
714,0.870000005,0.790000021,0.924444437,0.882222235
715,0.829999983,0.810000002,0.924444437,0.877777755
716,0.829999983,0.829999983,0.924444437,0.867777765
717,0.839999974,0.860000014,0.925555527,0.871111095
718,0.899999976,0.779999971,0.924444437,0.884444416
719,0.850000024,0.860000014,0.930000007,0.866666675
720,0.839999974,0.839999974,0.937777758,0.874444425
721,0.819999993,0.870000005,0.912222207,0.881111085
722,0.889999986,0.850000024,0.925555527,0.866666675
723,0.839999974,0.810000002,0.921111107,0.870000005
724,0.839999974,0.850000024,0.916666687,0.874444425
725,0.879999995,0.839999974,0.934444427,0.865555584
726,0.879999995,0.810000002,0.938888907,0.895555556
727,0.850000024,0.839999974,0.928888917,0.879999995
728,0.850000024,0.810000002,0.926666677,0.864444435
729,0.920000017,0.810000002,0.935555577,0.883333325
730,0.899999976,0.819999993,0.936666667,0.866666675
731,0.889999986,0.790000021,0.938888907,0.874444425
732,0.839999974,0.839999974,0.931111097,0.872222245
733,0.879999995,0.850000024,0.924444437,0.883333325
734,0.870000005,0.870000005,0.923333347,0.878888905
735,0.850000024,0.870000005,0.936666667,0.871111095
736,0.889999986,0.829999983,0.920000017,0.876666665
737,0.870000005,0.839999974,0.943333328,0.879999995
738,0.829999983,0.810000002,0.936666667,0.884444416
739,0.819999993,0.850000024,0.918888867,0.875555575
740,0.839999974,0.850000024,0.935555577,0.877777755
741,0.899999976,0.829999983,0.931111097,0.871111095
742,0.810000002,0.819999993,0.946666658,0.885555565
743,0.819999993,0.829999983,0.920000017,0.882222235
744,0.829999983,0.790000021,0.952222228,0.876666665
745,0.889999986,0.839999974,0.927777767,0.863333344
746,0.860000014,0.850000024,0.937777758,0.874444425
747,0.850000024,0.75999999,0.941111088,0.872222245
748,0.860000014,0.839999974,0.932222247,0.876666665
749,0.889999986,0.819999993,0.931111097,0.888888896
750,0.839999974,0.819999993,0.923333347,0.876666665
751,0.899999976,0.810000002,0.935555577,0.897777796
752,0.879999995,0.800000012,0.937777758,0.870000005
753,0.829999983,0.75999999,0.941111088,0.871111095
754,0.850000024,0.879999995,0.907777786,0.882222235
755,0.920000017,0.819999993,0.914444447,0.889999986
756,0.850000024,0.839999974,0.916666687,0.883333325
757,0.819999993,0.850000024,0.937777758,0.889999986
758,0.879999995,0.850000024,0.941111088,0.873333335
759,0.889999986,0.839999974,0.937777758,0.873333335
760,0.899999976,0.810000002,0.938888907,0.885555565
761,0.889999986,0.800000012,0.922222197,0.883333325
762,0.839999974,0.800000012,0.917777777,0.871111095
763,0.889999986,0.850000024,0.937777758,0.882222235
764,0.899999976,0.800000012,0.952222228,0.882222235
765,0.889999986,0.800000012,0.938888907,0.855555534
766,0.870000005,0.850000024,0.939999998,0.877777755
767,0.889999986,0.810000002,0.922222197,0.872222245
768,0.870000005,0.790000021,0.930000007,0.889999986
769,0.819999993,0.860000014,0.925555527,0.865555584
770,0.899999976,0.860000014,0.939999998,0.879999995
771,0.920000017,0.870000005,0.946666658,0.889999986
772,0.860000014,0.829999983,0.946666658,0.893333316
773,0.860000014,0.829999983,0.927777767,0.884444416
774,0.879999995,0.829999983,0.932222247,0.901111126
775,0.939999998,0.850000024,0.944444418,0.889999986
776,0.829999983,0.839999974,0.927777767,0.886666656
777,0.949999988,0.850000024,0.927777767,0.885555565
778,0.889999986,0.889999986,0.944444418,0.885555565
779,0.879999995,0.810000002,0.944444418,0.894444466
780,0.870000005,0.829999983,0.915555537,0.876666665
781,0.920000017,0.839999974,0.922222197,0.886666656
782,0.899999976,0.860000014,0.942222238,0.892222226
783,0.889999986,0.819999993,0.939999998,0.883333325
784,0.910000026,0.860000014,0.958888888,0.891111135
785,0.879999995,0.800000012,0.941111088,0.901111126
786,0.829999983,0.850000024,0.903333306,0.870000005
787,0.860000014,0.800000012,0.928888917,0.897777796
788,0.870000005,0.790000021,0.936666667,0.894444466
789,0.870000005,0.819999993,0.938888907,0.876666665
790,0.910000026,0.819999993,0.934444427,0.886666656
791,0.910000026,0.879999995,0.934444427,0.898888886
792,0.870000005,0.829999983,0.927777767,0.883333325
793,0.850000024,0.879999995,0.932222247,0.896666646
794,0.889999986,0.829999983,0.941111088,0.886666656
795,0.920000017,0.839999974,0.939999998,0.884444416
796,0.870000005,0.839999974,0.948888898,0.868888915
797,0.870000005,0.870000005,0.956666648,0.894444466
798,0.850000024,0.819999993,0.945555568,0.879999995
799,0.939999998,0.810000002,0.932222247,0.871111095
800,0.870000005,0.75999999,0.938888907,0.882222235
801,0.879999995,0.839999974,0.926666677,0.871111095
802,0.800000012,0.879999995,0.930000007,0.879999995
803,0.860000014,0.819999993,0.898888886,0.873333335
804,0.870000005,0.860000014,0.943333328,0.903333306
805,0.860000014,0.810000002,0.936666667,0.884444416
806,0.910000026,0.819999993,0.953333318,0.887777805
807,0.850000024,0.819999993,0.938888907,0.876666665
808,0.860000014,0.860000014,0.923333347,0.893333316
809,0.899999976,0.800000012,0.939999998,0.885555565
810,0.910000026,0.860000014,0.952222228,0.875555575
811,0.879999995,0.879999995,0.944444418,0.889999986
812,0.810000002,0.829999983,0.946666658,0.877777755
813,0.889999986,0.850000024,0.926666677,0.894444466
814,0.870000005,0.850000024,0.934444427,0.898888886
815,0.879999995,0.850000024,0.944444418,0.904444456
816,0.839999974,0.75,0.925555527,0.867777765
817,0.889999986,0.850000024,0.917777777,0.888888896
818,0.879999995,0.839999974,0.941111088,0.887777805
819,0.850000024,0.860000014,0.939999998,0.879999995
820,0.860000014,0.790000021,0.933333337,0.866666675
821,0.879999995,0.819999993,0.946666658,0.873333335
822,0.829999983,0.860000014,0.939999998,0.892222226
823,0.769999981,0.860000014,0.938888907,0.898888886
824,0.860000014,0.839999974,0.926666677,0.889999986
825,0.839999974,0.819999993,0.936666667,0.886666656
826,0.879999995,0.839999974,0.954444468,0.889999986
827,0.889999986,0.810000002,0.935555577,0.881111085
828,0.850000024,0.850000024,0.946666658,0.892222226
829,0.889999986,0.829999983,0.936666667,0.888888896
830,0.899999976,0.860000014,0.924444437,0.891111135
831,0.910000026,0.829999983,0.926666677,0.897777796
832,0.860000014,0.839999974,0.922222197,0.902222216
833,0.860000014,0.810000002,0.937777758,0.904444456
834,0.910000026,0.879999995,0.936666667,0.879999995
835,0.889999986,0.850000024,0.934444427,0.904444456
836,0.899999976,0.860000014,0.949999988,0.887777805
837,0.829999983,0.839999974,0.942222238,0.886666656
838,0.879999995,0.879999995,0.939999998,0.876666665
839,0.860000014,0.870000005,0.941111088,0.891111135
840,0.850000024,0.889999986,0.914444447,0.892222226
841,0.889999986,0.819999993,0.951111138,0.884444416
842,0.879999995,0.850000024,0.945555568,0.888888896
843,0.920000017,0.850000024,0.944444418,0.881111085
844,0.870000005,0.819999993,0.948888898,0.895555556
845,0.879999995,0.819999993,0.961111128,0.882222235
846,0.879999995,0.850000024,0.943333328,0.877777755
847,0.889999986,0.800000012,0.938888907,0.875555575
848,0.829999983,0.829999983,0.942222238,0.911111116
849,0.860000014,0.839999974,0.947777748,0.894444466
850,0.899999976,0.850000024,0.932222247,0.889999986
851,0.899999976,0.779999971,0.927777767,0.892222226
852,0.899999976,0.860000014,0.935555577,0.886666656
853,0.899999976,0.790000021,0.948888898,0.879999995
854,0.939999998,0.850000024,0.948888898,0.868888915
855,0.850000024,0.870000005,0.946666658,0.891111135
856,0.889999986,0.819999993,0.952222228,0.907777786
857,0.930000007,0.829999983,0.943333328,0.893333316
858,0.870000005,0.870000005,0.951111138,0.881111085
859,0.839999974,0.839999974,0.944444418,0.894444466
860,0.870000005,0.810000002,0.943333328,0.888888896
861,0.850000024,0.860000014,0.942222238,0.893333316
862,0.839999974,0.810000002,0.918888867,0.901111126
863,0.879999995,0.899999976,0.939999998,0.892222226
864,0.889999986,0.850000024,0.938888907,0.895555556
865,0.850000024,0.860000014,0.936666667,0.899999976
866,0.920000017,0.870000005,0.943333328,0.888888896
867,0.889999986,0.819999993,0.948888898,0.905555546
868,0.850000024,0.860000014,0.951111138,0.905555546
869,0.910000026,0.829999983,0.948888898,0.893333316
870,0.879999995,0.819999993,0.945555568,0.876666665
871,0.839999974,0.810000002,0.911111116,0.888888896
872,0.889999986,0.850000024,0.924444437,0.887777805
873,0.879999995,0.879999995,0.956666648,0.893333316
874,0.930000007,0.839999974,0.954444468,0.887777805
875,0.829999983,0.850000024,0.949999988,0.881111085
876,0.889999986,0.860000014,0.954444468,0.901111126
877,0.850000024,0.839999974,0.934444427,0.899999976
878,0.870000005,0.850000024,0.949999988,0.891111135
879,0.910000026,0.850000024,0.924444437,0.899999976
880,0.839999974,0.860000014,0.945555568,0.902222216
881,0.889999986,0.810000002,0.955555558,0.894444466
882,0.889999986,0.839999974,0.948888898,0.904444456
883,0.889999986,0.829999983,0.957777798,0.902222216
884,0.889999986,0.839999974,0.945555568,0.887777805
885,0.860000014,0.829999983,0.943333328,0.895555556
886,0.839999974,0.790000021,0.944444418,0.889999986
887,0.920000017,0.860000014,0.934444427,0.894444466
888,0.930000007,0.870000005,0.945555568,0.898888886
889,0.860000014,0.870000005,0.937777758,0.897777796
890,0.819999993,0.790000021,0.928888917,0.895555556
891,0.910000026,0.810000002,0.936666667,0.893333316
892,0.819999993,0.829999983,0.943333328,0.891111135
893,0.910000026,0.810000002,0.944444418,0.894444466
894,0.920000017,0.860000014,0.936666667,0.892222226
895,0.910000026,0.839999974,0.937777758,0.888888896
896,0.860000014,0.870000005,0.942222238,0.904444456
897,0.889999986,0.879999995,0.946666658,0.897777796
898,0.860000014,0.870000005,0.937777758,0.897777796
899,0.839999974,0.870000005,0.931111097,0.908888876
900,0.899999976,0.850000024,0.930000007,0.886666656
901,0.850000024,0.790000021,0.931111097,0.881111085
902,0.899999976,0.800000012,0.941111088,0.888888896
903,0.910000026,0.850000024,0.942222238,0.902222216
904,0.860000014,0.850000024,0.953333318,0.911111116
905,0.879999995,0.839999974,0.941111088,0.901111126
906,0.860000014,0.850000024,0.937777758,0.895555556
907,0.870000005,0.839999974,0.954444468,0.887777805
908,0.910000026,0.850000024,0.937777758,0.897777796
909,0.850000024,0.860000014,0.945555568,0.891111135
910,0.879999995,0.829999983,0.933333337,0.896666646
911,0.850000024,0.839999974,0.942222238,0.905555546
912,0.870000005,0.839999974,0.942222238,0.904444456
913,0.860000014,0.839999974,0.959999979,0.889999986
914,0.839999974,0.829999983,0.944444418,0.903333306
915,0.899999976,0.860000014,0.946666658,0.896666646
916,0.930000007,0.879999995,0.952222228,0.899999976
917,0.870000005,0.829999983,0.942222238,0.895555556
918,0.879999995,0.839999974,0.931111097,0.904444456
919,0.899999976,0.800000012,0.927777767,0.882222235
920,0.910000026,0.829999983,0.952222228,0.882222235
921,0.889999986,0.790000021,0.946666658,0.896666646
922,0.889999986,0.860000014,0.936666667,0.894444466
923,0.949999988,0.839999974,0.943333328,0.884444416
924,0.930000007,0.829999983,0.941111088,0.898888886
925,0.889999986,0.850000024,0.944444418,0.899999976
926,0.899999976,0.839999974,0.947777748,0.901111126
927,0.879999995,0.829999983,0.947777748,0.901111126
928,0.910000026,0.819999993,0.957777798,0.889999986
929,0.819999993,0.850000024,0.921111107,0.901111126
930,0.910000026,0.800000012,0.926666677,0.899999976
931,0.910000026,0.850000024,0.955555558,0.897777796
932,0.910000026,0.870000005,0.956666648,0.893333316
933,0.910000026,0.879999995,0.934444427,0.904444456
934,0.889999986,0.839999974,0.928888917,0.907777786
935,0.879999995,0.850000024,0.956666648,0.878888905
936,0.879999995,0.870000005,0.926666677,0.902222216
937,0.899999976,0.819999993,0.928888917,0.901111126
938,0.860000014,0.860000014,0.935555577,0.898888886
939,0.870000005,0.870000005,0.947777748,0.888888896
940,0.920000017,0.829999983,0.938888907,0.913333356
941,0.920000017,0.839999974,0.942222238,0.896666646
942,0.839999974,0.870000005,0.932222247,0.901111126
943,0.939999998,0.829999983,0.948888898,0.898888886
944,0.879999995,0.839999974,0.944444418,0.913333356
945,0.899999976,0.839999974,0.965555549,0.906666696
946,0.899999976,0.839999974,0.936666667,0.902222216
947,0.889999986,0.800000012,0.944444418,0.916666687
948,0.860000014,0.860000014,0.954444468,0.906666696
949,0.879999995,0.850000024,0.956666648,0.912222207
950,0.879999995,0.769999981,0.952222228,0.903333306
951,0.899999976,0.810000002,0.948888898,0.887777805
952,0.920000017,0.860000014,0.949999988,0.913333356
953,0.870000005,0.899999976,0.931111097,0.915555537
954,0.889999986,0.850000024,0.948888898,0.912222207
955,0.860000014,0.870000005,0.951111138,0.894444466
956,0.839999974,0.819999993,0.944444418,0.894444466
957,0.889999986,0.860000014,0.944444418,0.907777786
958,0.879999995,0.850000024,0.947777748,0.898888886
959,0.889999986,0.810000002,0.936666667,0.903333306
960,0.870000005,0.870000005,0.945555568,0.895555556
961,0.899999976,0.860000014,0.931111097,0.886666656
962,0.870000005,0.850000024,0.944444418,0.895555556
963,0.850000024,0.829999983,0.954444468,0.892222226
964,0.879999995,0.829999983,0.945555568,0.902222216
965,0.899999976,0.870000005,0.939999998,0.901111126
966,0.889999986,0.819999993,0.955555558,0.891111135
967,0.910000026,0.860000014,0.953333318,0.894444466
968,0.920000017,0.810000002,0.957777798,0.895555556
969,0.910000026,0.819999993,0.953333318,0.902222216
970,0.839999974,0.879999995,0.957777798,0.896666646
971,0.889999986,0.889999986,0.959999979,0.897777796
972,0.889999986,0.829999983,0.946666658,0.903333306
973,0.879999995,0.889999986,0.953333318,0.891111135
974,0.899999976,0.850000024,0.917777777,0.906666696
975,0.769999981,0.839999974,0.926666677,0.911111116
976,0.939999998,0.839999974,0.930000007,0.904444456
977,0.889999986,0.850000024,0.937777758,0.906666696
978,0.850000024,0.800000012,0.949999988,0.901111126
979,0.870000005,0.860000014,0.946666658,0.875555575
980,0.870000005,0.870000005,0.949999988,0.899999976
981,0.879999995,0.870000005,0.957777798,0.912222207
982,0.870000005,0.829999983,0.959999979,0.893333316
983,0.889999986,0.850000024,0.944444418,0.889999986
984,0.870000005,0.819999993,0.939999998,0.893333316
985,0.850000024,0.850000024,0.937777758,0.903333306
986,0.879999995,0.879999995,0.945555568,0.908888876
987,0.870000005,0.860000014,0.949999988,0.896666646
988,0.879999995,0.860000014,0.949999988,0.915555537
989,0.889999986,0.850000024,0.954444468,0.882222235
990,0.899999976,0.839999974,0.953333318,0.894444466
991,0.889999986,0.839999974,0.947777748,0.903333306
992,0.860000014,0.850000024,0.936666667,0.914444447
993,0.939999998,0.850000024,0.954444468,0.921111107
994,0.810000002,0.819999993,0.943333328,0.907777786
995,0.860000014,0.829999983,0.949999988,0.896666646
996,0.879999995,0.860000014,0.939999998,0.896666646
997,0.910000026,0.839999974,0.939999998,0.906666696
998,0.889999986,0.800000012,0.930000007,0.903333306
999,0.860000014,0.829999983,0.922222197,0.908888876
1000,0.829999983,0.879999995,0.932222247,0.896666646
1001,0.899999976,0.879999995,0.947777748,0.893333316
1002,0.889999986,0.870000005,0.953333318,0.898888886
1003,0.860000014,0.839999974,0.952222228,0.912222207
1004,0.879999995,0.839999974,0.951111138,0.893333316
1005,0.879999995,0.879999995,0.958888888,0.912222207
1006,0.910000026,0.879999995,0.957777798,0.904444456
1007,0.850000024,0.850000024,0.925555527,0.908888876
1008,0.860000014,0.879999995,0.935555577,0.916666687
1009,0.860000014,0.860000014,0.935555577,0.911111116
1010,0.870000005,0.850000024,0.937777758,0.895555556
1011,0.860000014,0.870000005,0.944444418,0.903333306
1012,0.870000005,0.860000014,0.943333328,0.915555537
1013,0.920000017,0.839999974,0.958888888,0.898888886
1014,0.860000014,0.850000024,0.957777798,0.903333306
1015,0.819999993,0.829999983,0.956666648,0.895555556
1016,0.870000005,0.850000024,0.942222238,0.914444447
1017,0.899999976,0.870000005,0.949999988,0.905555546
1018,0.899999976,0.819999993,0.948888898,0.906666696
1019,0.910000026,0.860000014,0.945555568,0.905555546
1020,0.889999986,0.829999983,0.962222219,0.905555546
1021,0.860000014,0.810000002,0.958888888,0.910000026
1022,0.910000026,0.889999986,0.959999979,0.908888876
1023,0.870000005,0.860000014,0.947777748,0.915555537
1024,0.870000005,0.839999974,0.957777798,0.904444456
1025,0.879999995,0.850000024,0.953333318,0.910000026
1026,0.870000005,0.839999974,0.949999988,0.913333356
1027,0.870000005,0.889999986,0.934444427,0.902222216
1028,0.870000005,0.879999995,0.941111088,0.916666687
1029,0.910000026,0.870000005,0.936666667,0.893333316
1030,0.870000005,0.829999983,0.961111128,0.901111126
1031,0.920000017,0.850000024,0.948888898,0.901111126
1032,0.899999976,0.860000014,0.964444458,0.896666646
1033,0.860000014,0.870000005,0.947777748,0.924444437
1034,0.920000017,0.829999983,0.952222228,0.912222207
1035,0.860000014,0.810000002,0.949999988,0.892222226
1036,0.860000014,0.839999974,0.924444437,0.902222216
1037,0.920000017,0.870000005,0.937777758,0.907777786
1038,0.899999976,0.829999983,0.946666658,0.901111126
1039,0.839999974,0.850000024,0.962222219,0.926666677
1040,0.899999976,0.870000005,0.945555568,0.915555537
1041,0.850000024,0.850000024,0.933333337,0.905555546
1042,0.879999995,0.839999974,0.945555568,0.897777796
1043,0.860000014,0.870000005,0.926666677,0.905555546
1044,0.839999974,0.810000002,0.924444437,0.908888876
1045,0.860000014,0.800000012,0.946666658,0.907777786
1046,0.870000005,0.860000014,0.957777798,0.899999976
1047,0.939999998,0.889999986,0.951111138,0.902222216
1048,0.889999986,0.850000024,0.954444468,0.902222216
1049,0.860000014,0.829999983,0.958888888,0.913333356
1050,0.879999995,0.860000014,0.958888888,0.923333347
1051,0.920000017,0.819999993,0.943333328,0.908888876
1052,0.910000026,0.860000014,0.954444468,0.914444447
1053,0.899999976,0.860000014,0.961111128,0.905555546
1054,0.879999995,0.860000014,0.965555549,0.903333306
1055,0.870000005,0.839999974,0.958888888,0.896666646
1056,0.879999995,0.860000014,0.941111088,0.920000017
1057,0.879999995,0.819999993,0.955555558,0.905555546
1058,0.879999995,0.810000002,0.953333318,0.895555556
1059,0.910000026,0.819999993,0.936666667,0.910000026
1060,0.899999976,0.860000014,0.933333337,0.898888886
1061,0.839999974,0.819999993,0.948888898,0.896666646
1062,0.889999986,0.850000024,0.951111138,0.897777796
1063,0.819999993,0.829999983,0.928888917,0.918888867
1064,0.899999976,0.870000005,0.951111138,0.914444447
1065,0.889999986,0.860000014,0.961111128,0.917777777
1066,0.879999995,0.860000014,0.942222238,0.906666696
1067,0.910000026,0.839999974,0.945555568,0.907777786
1068,0.879999995,0.829999983,0.964444458,0.916666687
1069,0.910000026,0.850000024,0.974444449,0.910000026
1070,0.899999976,0.870000005,0.948888898,0.897777796
1071,0.819999993,0.860000014,0.953333318,0.903333306
